gameid,date,dh,ejectee,ejecteename,team,job,umpire,umpirename,inning,reason
CIN201805200,05/20/2018,0,schwk001,Kyle Schwarber,CHN,P,tumpj901,John Tumpane,7,Call on Field
CHA201805210,05/21/2018,0,trumm001,Mark Trumbo,BAL,P,rehaj901,Jeremie Rehak,9,Balls and Strikes
MIL201805220,05/22/2018,0,counc001,Craig Counsell,MIL,M,herna901,Angel Hernandez,9,Balls and Strikes
OAK201805220,05/22/2018,0,servs002,Scott Servais,SEA,M,knigb901,Brian Knight,9,Call on Field
TEX201805220,05/22/2018,0,boona001,Aaron Boone,NYA,M,hobep901,Pat Hoberg,6,Balls and Strikes
CLE201805270,05/27/2018,0,hinca001,A.J. Hinch,HOU,M,randt901,Tony Randazzo,6,Balls and Strikes
DET201805280,05/28/2018,0,maldm001,Martin Maldonado,ANA,P,rippm901,Mark Ripperger,7,Call on Field
DET201805280,05/28/2018,0,sciom001,Mike Scioscia,ANA,M,rippm901,Mark Ripperger,7,Call on Field
PIT201805280,05/28/2018,0,hurdc001,Clint Hurdle,PIT,M,welkb901,Bill Welke,8,Call on Field
WAS201806050,06/05/2018,0,smitm007,Mallex Smith,TBA,P,woodt901,Tom Woodring,8,Balls and Strikes
CLE201806060,06/06/2018,0,counc001,Craig Counsell,MIL,M,wolcq901,Quinn Wolcott,8,Balls and Strikes
TBA201806080,06/08/2018,0,priec001,Chris Prieto,SEA,C,rackd901,David Rackley,9,Call on Field
NYN201806090,06/09/2018,0,cabra002,Asdrubal Cabrera,NYN,P,tumpj901,John Tumpane,9,Call on Field
TEX201806100,06/10/2018,0,banij001,Jeff Banister,TEX,M,holbs901,Sam Holbrook,9,Call on Field
MIA201806110,06/11/2018,0,bumgm001,Madison Bumgarner,SFN,P,rehaj901,Jeremie Rehak,6,Balls and Strikes
ATL201806120,06/12/2018,0,callm001,Mickey Callaway,NYN,M,sches901,Stu Scheurwater,6,Balls and Strikes
BAL201806130,06/13/2018,0,salec001,Chris Sale,BOS,P,knigb901,Brian Knight,7,Balls and Strikes
LAN201806130,06/13/2018,0,kempm001,Matt Kemp,LAN,P,barbs901,Sean Barber,3,Fighting
LAN201806130,06/13/2018,0,chirr001,Robinson Chirinos,TEX,P,barbs901,Sean Barber,3,Fighting
ATL201806150,06/15/2018,0,greea001,Andy Green,SDN,M,westj901,Joe West,4,Call on Field
ARI201806170,06/17/2018,0,vargj001,Jason Vargas,NYN,P,reynj901,Jim Reynolds,4,Balls and Strikes
KCA201806170,06/17/2018,0,mousm001,Mike Moustakas,KCA,P,tumpj901,John Tumpane,3,Call on Field
KCA201806170,06/17/2018,0,duffd001,Danny Duffy,KCA,P,tumpj901,John Tumpane,6,Call on Field
COL201806180,06/18/2018,0,blacb001,Buddy Black,COL,M,welkb901,Bill Welke,4,Call on Field
CHN201806191,06/19/2018,1,kempm001,Matt Kemp,LAN,P,gibsh902,Tripp Gibson,5,Call on Field
CHN201806191,06/19/2018,1,robed001,Dave Roberts,LAN,M,gibsh902,Tripp Gibson,5,Call on Field
CHN201806191,06/19/2018,1,grany001,Yasmani Grandal,LAN,P,gibsh902,Tripp Gibson,9,Call on Field
HOU201806190,06/19/2018,0,gonzm002,Marwin Gonzalez,HOU,P,hobep901,Pat Hoberg,4,Call on Field
SFN201806190,06/19/2018,0,strad003,Dan Straily,MIA,P,fleta901,Andy Fletcher,2,Aggression
SFN201806190,06/19/2018,0,mattd001,Don Mattingly,MIA,M,fleta901,Andy Fletcher,2,Aggression
CLE201806200,06/20/2018,0,rentr001,Rick Renteria,CHA,M,littw901,Will Little,6,Call on Field
KCA201806200,06/20/2018,0,escoa003,Alcides Escobar,KCA,P,fairc901,Chad Fairchild,8,Call on Field
MIL201806220,06/22/2018,0,phamt001,Tommy Pham,SLN,P,timmt901,Tim Timmons,1,Call on Field
CIN201806230,06/23/2018,0,hydeb801,Brandon Hyde,CHN,C,gibsg901,Greg Gibson,4,Other
BAL201806250,06/25/2018,0,odayd001,Darren O'Day,BAL,P,sches901,Stu Scheurwater,9,Call on Field
BAL201806250,06/25/2018,0,showb801,Buck Showalter,BAL,M,sches901,Stu Scheurwater,9,Call on Field
ATL201806270,06/27/2018,0,vottj001,Joey Votto,CIN,P,torrc901,Carlos Torres,1,Call on Field
CHA201806270,06/27/2018,0,glyng801,Gene Glynn,MIN,C,davig901,Gerry Davis,6,Call on Field
CHA201806270,06/27/2018,0,molip001,Paul Molitor,MIN,M,davig901,Gerry Davis,6,Call on Field
DET201806270,06/27/2018,0,gardr001,Ron Gardenhire,DET,M,barkl901,Lance Barksdale,3,Balls and Strikes
CHA201806280,06/28/2018,0,andet001,Tim Anderson,CHA,P,davig901,Gerry Davis,X,Call on Field
SDN201806290,06/29/2018,0,greea001,Andy Green,SDN,M,herna901,Angel Hernandez,3,Call on Field
TEX201806300,06/30/2018,0,rua-r001,Ryan Rua,TEX,P,westj901,Joe West,7,Call on Field
CIN201807030,07/03/2018,0,riggj801,Jim Riggleman,CIN,M,coope901,Eric Cooper,X,Aggression
LAN201807040,07/04/2018,0,hudsd001,Daniel Hudson,LAN,P,nelsj901,Jeff Nelson,6,Arguing
TOR201807070,07/07/2018,0,sabac001,CC Sabathia,NYA,P,barrl901,Lance Barrett,3,Balls and Strikes
TOR201807070,07/07/2018,0,gibbj001,John Gibbons,TOR,M,barrl901,Lance Barrett,3,Balls and Strikes
ARI201807080,07/08/2018,0,polla001,A.J. Pollock,ARI,P,viscj901,Jansen Visconti,5,Call on Field
DET201807080,07/08/2018,0,banij001,Jeff Banister,TEX,M,segac901,Chris Segal,2,Call on Field
TOR201807080,07/08/2018,0,leipt801,Tim Leiper,TOR,C,welkb901,Bill Welke,8,Arguing
MIN201807090,07/09/2018,0,yoste001,Ned Yost,KCA,M,littw901,Will Little,4,Call on Field
HOU201807100,07/10/2018,0,melvb001,Bob Melvin,OAK,M,rackd901,David Rackley,4,Balls and Strikes
CHA201807140,07/14/2018,0,rentr001,Rick Renteria,CHA,M,hamaa901,Adam Hamari,5,Balls and Strikes
CLE201807140,07/14/2018,0,boona001,Aaron Boone,NYA,M,mealj901,Jerry Meals,6,Balls and Strikes
SFN201807140,07/14/2018,0,beltb001,Brandon Belt,SFN,P,gibsg901,Greg Gibson,4,Balls and Strikes
MIN201807150,07/15/2018,0,escoe001,Eduardo Escobar,MIN,P,addir901,Ryan Additon,7,Call on Field
CHN201807212,07/21/2018,2,baezj001,Javier Baez,CHN,P,littw901,Will Little,5,Balls and Strikes
CHN201807212,07/21/2018,2,maddj801,Joe Maddon,CHN,M,littw901,Will Little,5,Balls and Strikes
NYA201807210,07/21/2018,0,roesp801,Pat Roessler,NYN,C,vanol901,Larry Vanover,3,Call on Field
NYA201807210,07/21/2018,0,cabra002,Asdrubal Cabrera,NYN,P,wendh902,Hunter Wendelstedt,5,Balls and Strikes
TBA201807220,07/22/2018,0,maybc001,Cameron Maybin,MIA,P,fleta901,Andy Fletcher,4,Call on Field
MIL201807230,07/23/2018,0,longk801,Kevin Long,WAS,C,lentn901,Nic Lentz,2,Call on Field
TOR201807250,07/25/2018,0,gibbj001,John Gibbons,TOR,M,barbs901,Sean Barber,X,Call on Field
CHA201807270,07/27/2018,0,rentr001,Rick Renteria,CHA,M,culbf901,Fieldin Culbreth,1,Balls and Strikes
CHA201807270,07/27/2018,0,coopd001,Don Cooper,CHA,C,culbf901,Fieldin Culbreth,1,Balls and Strikes
BOS201808030,08/03/2018,0,coraa001,Alex Cora,BOS,M,hamaa901,Adam Hamari,1,Aggression
TBA201808040,08/04/2018,0,rentr001,Rick Renteria,CHA,M,mealj901,Jerry Meals,5,Call on Field
WAS201808042,08/04/2018,2,barnt001,Tucker Barnhart,CIN,P,fleta901,Andy Fletcher,5,Balls and Strikes
TOR201808070,08/07/2018,0,teper001,Ryan Tepera,TOR,P,hicke901,Ed Hickox,8,Balls and Strikes
WAS201808080,08/08/2018,0,sotoj001,Juan Soto,WAS,P,gibsg901,Greg Gibson,6,Call on Field
WAS201808080,08/08/2018,0,longk801,Kevin Long,WAS,C,gibsg901,Greg Gibson,6,Call on Field
CLE201808090,08/09/2018,0,rowsj801,James Rowson,MIN,C,johna901,Adrian Johnson,7,Call on Field
HOU201808090,08/09/2018,0,verlj001,Justin Verlander,HOU,P,lentn901,Nic Lentz,2,Call on Field
CHN201808100,08/10/2018,0,maddj801,Joe Maddon,CHN,M,millb901,Bill Miller,7,Call on Field
KCA201808110,08/11/2018,0,duffd001,Danny Duffy,KCA,P,hamaa901,Adam Hamari,6,Balls and Strikes
KCA201808120,08/12/2018,0,webbt001,Tyler Webb,SLN,P,hamaa901,Adam Hamari,9,Aggression
CHN201808140,08/14/2018,0,maddj801,Joe Maddon,CHN,M,cuzzp901,Phil Cuzzi,6,Call on Field
CHN201808140,08/14/2018,0,zobrb001,Ben Zobrist,CHN,P,cuzzp901,Phil Cuzzi,8,Arguing
LAN201808140,08/14/2018,0,puigy001,Yasiel Puig,LAN,P,coope901,Eric Cooper,7,Fighting
LAN201808140,08/14/2018,0,hundn001,Nick Hundley,SFN,P,coope901,Eric Cooper,7,Fighting
ATL201808150,08/15/2018,0,urenj001,Jose Urena,MIA,P,fairc901,Chad Fairchild,1,Aggression
ATL201808150,08/15/2018,0,snitb801,Brian Snitker,ATL,M,nauep901,Paul Nauert,1,Arguing
SDN201808170,08/17/2018,0,ahmen001,Nick Ahmed,ARI,P,hoyej901,James Hoye,3,Call on Field
WAS201808170,08/17/2018,0,mattd001,Don Mattingly,MIA,M,may-b901,Ben May,4,Balls and Strikes
SLN201808180,08/18/2018,0,counc001,Craig Counsell,MIL,M,blasc901,Cory Blaser,1,Arguing
NYA201808190,08/19/2018,0,gibbj001,John Gibbons,TOR,M,viscj901,Jansen Visconti,6,Call on Field
SEA201808200,08/20/2018,0,servs002,Scott Servais,SEA,M,muchm901,Mike Muchlinski,8,Balls and Strikes
KCA201808240,08/24/2018,0,sveud001,Dale Sveum,KCA,C,dejer901,Ramon De Jesus,8,Balls and Strikes
ANA201808250,08/25/2018,0,mcgud001,Deck McGuire,ANA,P,drecb901,Bruce Dreckman,9,Aggression
ANA201808250,08/25/2018,0,sciom001,Mike Scioscia,ANA,M,drecb901,Bruce Dreckman,9,Aggression
PHI201808280,08/28/2018,0,reynm001,Mark Reynolds,WAS,P,holbs901,Sam Holbrook,8,Call on Field
CHA201808310,08/31/2018,0,bogax001,Xander Bogaerts,BOS,P,littw901,Will Little,8,Call on Field
CHA201808310,08/31/2018,0,porcr001,Rick Porcello,BOS,P,littw901,Will Little,8,Balls and Strikes
HOU201808310,08/31/2018,0,hinca001,A.J. Hinch,HOU,M,coope901,Eric Cooper,3,Balls and Strikes
NYA201808310,08/31/2018,0,boona001,Aaron Boone,NYA,M,lentn901,Nic Lentz,5,Balls and Strikes
NYA201808310,08/31/2018,0,gardr001,Ron Gardenhire,DET,M,nauep901,Paul Nauert,8,Balls and Strikes
WAS201808310,08/31/2018,0,wietm001,Matt Wieters,WAS,P,whitc901,Chad Whitson,6,Balls and Strikes
TEX201809020,09/02/2018,0,belim001,Matt Belisle,MIN,P,porta901,Alan Porter,6,Aggression
TEX201809020,09/02/2018,0,reeda001,Addison Reed,MIN,P,porta901,Alan Porter,7,Balls and Strikes
MIL201809030,09/03/2018,0,maddj801,Joe Maddon,CHN,M,morag901,Gabe Morales,8,Balls and Strikes
MIL201809030,09/03/2018,0,edwac001,Carl Edwards,CHN,P,morag901,Gabe Morales,8,Balls and Strikes
ARI201809060,09/06/2018,0,snitb801,Brian Snitker,ATL,M,rippm901,Mark Ripperger,6,Balls and Strikes
ARI201809060,09/06/2018,0,souzs001,Steven Souza,ARI,P,rippm901,Mark Ripperger,8,Call on Field
ARI201809070,09/07/2018,0,incie001,Ender Inciarte,ATL,P,eddid901,Doug Eddings,4,Call on Field
ARI201809070,09/07/2018,0,seitk001,Kevin Seitzer,ATL,C,eddid901,Doug Eddings,8,Call on Field
COL201809070,09/07/2018,0,blacb001,Buddy Black,COL,M,fleta901,Andy Fletcher,5,Call on Field
MIL201809070,09/07/2018,0,bochb002,Bruce Bochy,SFN,M,hamaa901,Adam Hamari,9,Call on Field
MIL201809070,09/07/2018,0,hundn001,Nick Hundley,SFN,P,hamaa901,Adam Hamari,9,Call on Field
DET201809090,09/09/2018,0,carpm002,Matt Carpenter,SLN,P,barrl901,Lance Barrett,9,Call on Field
DET201809090,09/09/2018,0,shilm801,Mike Shildt,SLN,M,barrl901,Lance Barrett,9,Call on Field
MIL201809090,09/09/2018,0,counc001,Craig Counsell,MIL,M,hallt901,Tom Hallion,6,Arguing
MIL201809090,09/09/2018,0,milew001,Wade Miley,MIL,P,hallt901,Tom Hallion,6,Arguing
MIL201809090,09/09/2018,0,nottj001,Jacob Nottingham,MIL,P,hallt901,Tom Hallion,6,Arguing
SEA201809090,09/09/2018,0,gardb001,Brett Gardner,NYA,P,rehaj901,Jeremie Rehak,9,Balls and Strikes
NYN201809110,09/11/2018,0,frazt001,Todd Frazier,NYN,P,belld901,Dan Bellino,6,Balls and Strikes
TBA201809110,09/11/2018,0,cashk001,Kevin Cash,TBA,M,carlm901,Mark Carlson,8,Call on Field
KCA201809150,09/15/2018,0,molip001,Paul Molitor,MIN,M,may-b901,Ben May,4,Arguing
KCA201809150,09/15/2018,0,glyng801,Gene Glynn,MIN,C,blasc901,Cory Blaser,4,Other
MIL201809150,09/15/2018,0,cervf001,Francisco Cervelli,PIT,P,gibsh902,Tripp Gibson,6,Call on Field
MIL201809150,09/15/2018,0,hurdc001,Clint Hurdle,PIT,M,gibsh902,Tripp Gibson,6,Call on Field
NYA201809150,09/15/2018,0,maill001,Luke Maile,TOR,P,ortir901,Roberto Ortiz,2,Balls and Strikes
NYA201809150,09/15/2018,0,gibbj001,John Gibbons,TOR,M,ortir901,Roberto Ortiz,2,Balls and Strikes
TBA201809150,09/15/2018,0,melvb001,Bob Melvin,OAK,M,vanol901,Larry Vanover,8,Call on Field
ATL201809160,09/16/2018,0,halec001,Chip Hale,WAS,C,cuzzp901,Phil Cuzzi,4,Balls and Strikes
SDN201809160,09/16/2018,0,greea001,Andy Green,SDN,M,culbf901,Fieldin Culbreth,9,Arguing
WAS201809200,09/20/2018,0,callm001,Mickey Callaway,NYN,M,reybd901,D.J. Reyburn,X,Call on Field
WAS201809200,09/20/2018,0,harpb003,Bryce Harper,WAS,P,reybd901,D.J. Reyburn,X,Call on Field
PIT201809210,09/21/2018,0,shawt001,Travis Shaw,MIL,P,fostm901,Marty Foster,7,Balls and Strikes
CHA201809220,09/22/2018,0,andet001,Tim Anderson,CHA,P,westj901,Joe West,9,Call on Field
CHA201809220,09/22/2018,0,rentr001,Rick Renteria,CHA,M,westj901,Joe West,9,Call on Field
ARI201809240,09/24/2018,0,pedej001,Joc Pederson,LAN,P,westj901,Joe West,9,Balls and Strikes
SLN201809250,09/25/2018,0,carpm002,Matt Carpenter,SLN,P,littw901,Will Little,7,Call on Field
SLN201809250,09/25/2018,0,shilm801,Mike Shildt,SLN,M,littw901,Will Little,7,Call on Field
TBA201809270,09/27/2018,0,boona001,Aaron Boone,NYA,M,carav901,Vic Carapazza,6,Aggression
TBA201809270,09/27/2018,0,sabac001,CC Sabathia,NYA,P,carav901,Vic Carapazza,6,Aggression
BOS201810130,10/13/2018,0,coraa001,Alex Cora,BOS,M,hoyej901,James Hoye,5,Call on Field
MIL201903290,03/29/2019,0,thame001,Eric Thames,MIL,P,cedeg901,Gary Cederstrom,4,Balls and Strikes
LAN201903310,03/31/2019,0,perad001,David Peralta,ARI,P,lentn901,Nic Lentz,9,Call on Field
PHI201903310,03/31/2019,0,carls002,Shane Carle,ATL,P,drakr901,Rob Drake,7,Aggression
CIN201904010,04/01/2019,0,kempm001,Matt Kemp,CIN,P,nelsj901,Jeff Nelson,5,Call on Field
PIT201904010,04/01/2019,0,carpm002,Matt Carpenter,SLN,P,carav901,Vic Carapazza,X,Balls and Strikes
SDN201904020,04/02/2019,0,greea001,Andy Green,SDN,M,welkb901,Bill Welke,6,Call on Field
TEX201904030,04/03/2019,0,cinta001,Alex Cintron,HOU,C,kulpr901,Ron Kulpa,2,Balls and Strikes
TEX201904030,04/03/2019,0,hinca001,A.J. Hinch,HOU,M,kulpr901,Ron Kulpa,2,Balls and Strikes
PIT201904070,04/07/2019,0,belld002,David Bell,CIN,M,kellj901,Jeff Kellogg,4,Fighting
PIT201904070,04/07/2019,0,puigy001,Yasiel Puig,CIN,P,kellj901,Jeff Kellogg,4,Fighting
PIT201904070,04/07/2019,0,garra001,Amir Garrett,CIN,P,kellj901,Jeff Kellogg,4,Fighting
PIT201904070,04/07/2019,0,kelak001,Keone Kela,PIT,P,kellj901,Jeff Kellogg,4,Fighting
PIT201904070,04/07/2019,0,rivef001,Felipe Vazquez,PIT,P,kellj901,Jeff Kellogg,4,Fighting
ANA201904100,04/10/2019,0,smitk002,Kevan Smith,ANA,P,cuzzp901,Phil Cuzzi,7,Call on Field
ATL201904110,04/11/2019,0,snitb801,Brian Snitker,ATL,M,belld901,Dan Bellino,8,Balls and Strikes
CHN201904110,04/11/2019,0,maddj801,Joe Maddon,CHN,M,estam901,Mike Estabrook,5,Balls and Strikes
ATL201904130,04/13/2019,0,callm001,Mickey Callaway,NYN,M,marqa901,Alfonso Marquez,1,Balls and Strikes
CHN201904130,04/13/2019,0,schwk001,Kyle Schwarber,CHN,P,morag901,Gabe Morales,9,Balls and Strikes
LAN201904130,04/13/2019,0,martr004,Russell Martin,LAN,P,rehaj901,Jeremie Rehak,4,Call on Field
BOS201904140,04/14/2019,0,brocd001,Doug Brocail,BAL,C,sches901,Stu Scheurwater,6,Balls and Strikes
BOS201904150,04/15/2019,0,hydeb801,Brandon Hyde,BAL,M,wegnm901,Mark Wegner,5,Call on Field
MIN201904150,04/15/2019,0,baldr001,Rocco Baldelli,MIN,M,estam901,Mike Estabrook,8,Call on Field
WAS201904160,04/16/2019,0,martd002,Dave Martinez,WAS,M,randt901,Tony Randazzo,5,Balls and Strikes
CHA201904170,04/17/2019,0,andet001,Tim Anderson,CHA,P,westj901,Joe West,6,Fighting
CHA201904170,04/17/2019,0,kellb003,Brad Keller,KCA,P,westj901,Joe West,6,Fighting
CHA201904170,04/17/2019,0,rentr001,Rick Renteria,CHA,M,westj901,Joe West,6,Fighting
CHA201904170,04/17/2019,0,sveud001,Dale Sveum,KCA,C,westj901,Joe West,6,Fighting
LAN201904170,04/17/2019,0,belld002,David Bell,CIN,M,mahrn901,Nick Mahrley,5,Balls and Strikes
TBA201904170,04/17/2019,0,Tim Cossins,Tim Cossins,BAL,C,buckc901,CB Bucknor,3,Balls and Strikes
TEX201904170,04/17/2019,0,bourj002,Justin Bour,ANA,P,rehaj901,Jeremie Rehak,9,Call on Field
WAS201904180,04/18/2019,0,bochb002,Bruce Bochy,SFN,M,addir901,Ryan Additon,5,Call on Field
WAS201904180,04/18/2019,0,beltb001,Brandon Belt,SFN,P,addir901,Ryan Additon,7,Call on Field
DET201904190,04/19/2019,0,gardr001,Ron Gardenhire,DET,M,ticht901,Todd Tichenor,5,Balls and Strikes
NYA201904200,04/20/2019,0,boona001,Aaron Boone,NYA,M,mealj901,Jerry Meals,3,Arguing
SLN201904210,04/21/2019,0,callm001,Mickey Callaway,NYN,M,emmep901,Paul Emmel,7,Balls and Strikes
NYN201904220,04/22/2019,0,harpb003,Bryce Harper,PHI,P,carlm901,Mark Carlson,4,Balls and Strikes
CHA201904280,04/28/2019,0,rentr001,Rick Renteria,CHA,M,randt901,Tony Randazzo,3,Call on Field
TOR201904280,04/28/2019,0,walkp001,Pete Walker,TOR,C,marqa901,Alfonso Marquez,X,Balls and Strikes
MIL201904290,04/29/2019,0,desmi001,Ian Desmond,COL,P,nelsj901,Jeff Nelson,5,Balls and Strikes
ARI201905010,05/01/2019,0,boona001,Aaron Boone,NYA,M,emmep901,Paul Emmel,7,Balls and Strikes
SFN201905010,05/01/2019,0,bochb002,Bruce Bochy,SFN,M,timmt901,Tim Timmons,7,Call on Field
NYN201905020,05/02/2019,0,winkj002,Jesse Winker,CIN,P,fostm901,Marty Foster,9,Balls and Strikes
NYN201905020,05/02/2019,0,belld002,David Bell,CIN,M,fostm901,Marty Foster,9,Balls and Strikes
MIA201905030,05/03/2019,0,gausk001,Kevin Gausman,ATL,P,nelsj901,Jeff Nelson,2,Aggression
MIA201905030,05/03/2019,0,mattd001,Don Mattingly,MIA,M,nelsj901,Jeff Nelson,6,Balls and Strikes
TEX201905030,05/03/2019,0,smoaj001,Justin Smoak,TOR,P,estam901,Mike Estabrook,X,Call on Field
TOR201905060,05/06/2019,0,montc001,Charlie Montoyo,TOR,M,hamaa901,Adam Hamari,5,Call on Field
CLE201905070,05/07/2019,0,rentr001,Rick Renteria,CHA,M,fostm901,Marty Foster,8,Balls and Strikes
MIL201905070,05/07/2019,0,renda001,Anthony Rendon,WAS,P,buckc901,CB Bucknor,7,Call on Field
HOU201905080,05/08/2019,0,maldm001,Martin Maldonado,KCA,P,knigb901,Brian Knight,7,Call on Field
HOU201905080,05/08/2019,0,yoste001,Ned Yost,KCA,M,knigb901,Brian Knight,7,Call on Field
MIN201905111,05/11/2019,1,gardr001,Ron Gardenhire,DET,M,wendh902,Hunter Wendelstedt,3,Balls and Strikes
MIN201905112,05/11/2019,2,cabrm001,Miguel Cabrera,DET,P,whitc901,Chad Whitson,1,Balls and Strikes
SEA201905130,05/13/2019,0,melvb001,Bob Melvin,OAK,M,reybd901,D.J. Reyburn,8,Balls and Strikes
LAN201905150,05/15/2019,0,kinsi001,Ian Kinsler,SDN,P,barrs901,Scott Barry,5,Balls and Strikes
ARI201905170,05/17/2019,0,bochb002,Bruce Bochy,SFN,M,fleta901,Andy Fletcher,7,Call on Field
ATL201905190,05/19/2019,0,counc001,Craig Counsell,MIL,M,onorb901,Brian O'Nora,5,Call on Field
TEX201905190,05/19/2019,0,shilm801,Mike Shildt,SLN,M,rehaj901,Jeremie Rehak,4,Balls and Strikes
DET201905210,05/21/2019,0,gardr001,Ron Gardenhire,DET,M,culbf901,Fieldin Culbreth,9,Other
PIT201905210,05/21/2019,0,hurdc001,Clint Hurdle,PIT,M,ticht901,Todd Tichenor,8,Arguing
NYN201905230,05/23/2019,0,kendh001,Howie Kendrick,WAS,P,drecb901,Bruce Dreckman,8,Balls and Strikes
NYN201905230,05/23/2019,0,martd002,Dave Martinez,WAS,M,drecb901,Bruce Dreckman,8,Balls and Strikes
CLE201905250,05/25/2019,0,frant001,Terry Francona,CLE,M,coope901,Eric Cooper,6,Arguing
MIL201905250,05/25/2019,0,braur002,Ryan Braun,MIL,P,estam901,Mike Estabrook,4,Balls and Strikes
MIL201905250,05/25/2019,0,counc001,Craig Counsell,MIL,M,estam901,Mike Estabrook,8,Balls and Strikes
MIL201905260,05/26/2019,0,mousm001,Mike Moustakas,MIL,P,estam901,Mike Estabrook,6,Balls and Strikes
OAK201905260,05/26/2019,0,servs002,Scott Servais,SEA,M,everm901,Mike Everitt,7,Call on Field
OAK201905280,05/28/2019,0,sorij001,Joakim Soria,OAK,P,hoyej901,James Hoye,9,Balls and Strikes
CHA201905290,05/29/2019,0,sparg001,Glenn Sparkman,KCA,P,carlm901,Mark Carlson,2,Aggression
CIN201905290,05/29/2019,0,belld002,David Bell,CIN,M,nelsj901,Jeff Nelson,8,Arguing
OAK201906010,06/01/2019,0,semim001,Marcus Semien,OAK,P,porta901,Alan Porter,5,Call on Field
OAK201906020,06/02/2019,0,piscs001,Stephen Piscotty,OAK,P,porta901,Alan Porter,X,Call on Field
OAK201906020,06/02/2019,0,melvb001,Bob Melvin,OAK,M,porta901,Alan Porter,X,Call on Field
DET201906070,06/07/2019,0,gardr001,Ron Gardenhire,DET,M,hoyej901,James Hoye,3,Call on Field
KCA201906080,06/08/2019,0,yoste001,Ned Yost,KCA,M,drecb901,Bruce Dreckman,6,Balls and Strikes
NYN201906080,06/08/2019,0,callm001,Mickey Callaway,NYN,M,wintm901,Mike Winters,5,Balls and Strikes
ANA201906090,06/09/2019,0,ausmb001,Brad Ausmus,ANA,M,rehaj901,Jeremie Rehak,3,Call on Field
ATL201906100,06/10/2019,0,donaj001,Josh Donaldson,ATL,P,gormb901,Brian Gorman,1,Fighting
ATL201906100,06/10/2019,0,musgj001,Joe Musgrove,PIT,P,gormb901,Brian Gorman,1,Fighting
ATL201906100,06/10/2019,0,hurdc001,Clint Hurdle,PIT,M,gormb901,Brian Gorman,1,Arguing
BOS201906110,06/11/2019,0,benia002,Andrew Benintendi,BOS,P,carav901,Vic Carapazza,5,Balls and Strikes
BOS201906110,06/11/2019,0,coraa001,Alex Cora,BOS,M,carav901,Vic Carapazza,5,Balls and Strikes
BOS201906110,06/11/2019,0,woodc001,Chris Woodward,TEX,M,herna901,Angel Hernandez,6,Other
CLE201906120,06/12/2019,0,wardt001,Turner Ward,CIN,C,barrl901,Lance Barrett,2,Call on Field
TBA201906120,06/12/2019,0,melvb001,Bob Melvin,OAK,M,barbs901,Sean Barber,3,Balls and Strikes
ATL201906130,06/13/2019,0,snitb801,Brian Snitker,ATL,M,gibsh902,Tripp Gibson,4,Call on Field
MIN201906140,06/14/2019,0,solej001,Jorge Soler,KCA,P,wendh902,Hunter Wendelstedt,5,Balls and Strikes
CHA201906150,06/15/2019,0,castw002,Welington Castillo,CHA,P,cuzzp901,Phil Cuzzi,8,Balls and Strikes
CHA201906150,06/15/2019,0,rentr001,Rick Renteria,CHA,M,cuzzp901,Phil Cuzzi,8,Balls and Strikes
COL201906150,06/15/2019,0,machm001,Manny Machado,SDN,P,welkb901,Bill Welke,5,Balls and Strikes
COL201906150,06/15/2019,0,greea001,Andy Green,SDN,M,welkb901,Bill Welke,6,Balls and Strikes
COL201906150,06/15/2019,0,stram001,Matt Strahm,SDN,P,everm901,Mike Everitt,6,Harrassment
DET201906150,06/15/2019,0,gardr001,Ron Gardenhire,DET,M,gonzm901,Manny Gonzalez,6,Balls and Strikes
OAK201906150,06/15/2019,0,servs002,Scott Servais,SEA,M,torrc901,Carlos Torres,4,Call on Field
BAL201906160,06/16/2019,0,hydeb801,Brandon Hyde,BAL,M,gibsh902,Tripp Gibson,4,Call on Field
TEX201906200,06/20/2019,0,cabra002,Asdrubal Cabrera,TEX,P,eddid901,Doug Eddings,6,Call on Field
LAN201906210,06/21/2019,0,turnj001,Justin Turner,LAN,P,fairc901,Chad Fairchild,4,Balls and Strikes
WAS201906210,06/21/2019,0,parrg001,Gerardo Parra,WAS,P,conrc901,Chris Conroy,8,Call on Field
CLE201906220,06/22/2019,0,gardr001,Ron Gardenhire,DET,M,ortir901,Roberto Ortiz,4,Balls and Strikes
PHI201906220,06/22/2019,0,kaplg001,Gabe Kapler,PHI,M,guccc901,Chris Guccione,4,Balls and Strikes
ANA201906250,06/25/2019,0,belld002,David Bell,CIN,M,danlk901,Kerwin Danley,6,Call on Field
ANA201906250,06/25/2019,0,puigy001,Yasiel Puig,CIN,P,danlk901,Kerwin Danley,6,Call on Field
MIA201906250,06/25/2019,0,rojam002,Miguel Rojas,MIA,P,estam901,Mike Estabrook,8,Call on Field
MIA201906250,06/25/2019,0,mattd001,Don Mattingly,MIA,M,estam901,Mike Estabrook,8,Call on Field
PHI201906250,06/25/2019,0,kaplg001,Gabe Kapler,PHI,M,westj901,Joe West,6,Arguing
CHN201906270,06/27/2019,0,gonzc001,Carlos Gonzalez,CHN,P,lentn901,Nic Lentz,4,Call on Field
CIN201906290,06/29/2019,0,belld002,David Bell,CIN,M,wegnm901,Mark Wegner,9,Arguing
DET201906290,06/29/2019,0,gardr001,Ron Gardenhire,DET,M,rippm901,Mark Ripperger,4,Balls and Strikes
