gameid,date,dh,ejectee,ejecteename,team,job,umpire,umpirename,inning,reason
CHA191406240,06/24/1914,0,kavam101,Marty Kavanagh,DET,P,connt901,Tommy Connolly,2,Call on Field
IND191406240,06/24/1914,0,eastt101,Ted Easterly,KCF,P,andeo901,Ollie Anderson,4,Call on Field
PIT191406240,06/24/1914,0,magel101,Lee Magee,SLN,P,quige901,Ernie Quigley,3,Call on Field
SLA191406242,06/24/1914,2,rickb101,Branch Rickey,SLA,M,eganr101,Jack Egan,5,Call on Field
PIT191406250,06/25/1914,0,mowrm101,Mike Mowrey,PIT,P,quige901,Ernie Quigley,1,Call on Field
SLF191406250,06/25/1914,0,blacd102,Dave Black,CHF,P,cusas901,Steve Cusack,3,Balls and Strikes
SLF191406250,06/25/1914,0,groob101,Bob Groom,SLF,P,cusas901,Steve Cusack,3,Balls and Strikes
BSN191406261,06/26/1914,1,tylel101,Lefty Tyler,BSN,P,riglc901,Cy Rigler,5,Balls and Strikes
BSN191406261,06/26/1914,1,gilbl101,Larry Gilbert,BSN,P,riglc901,Cy Rigler,5,Balls and Strikes
BSN191406261,06/26/1914,1,everj102,Johnny Evers,BSN,P,riglc901,Cy Rigler,5,Balls and Strikes
BRO191406272,06/27/1914,2,dooir101,Red Dooin,PHI,M,johns901,Steamboat Johnson,6,Call on Field
PHA191406270,06/27/1914,0,gandc101,Chick Gandil,WS1,P,chilo901,Ollie Chill,5,Aggression
CIN191406281,06/28/1914,1,herzb101,Buck Herzog,CIN,M,easom101,Mal Eason,6,Call on Field
SLN191406282,06/28/1914,2,zimmh101,Heinie Zimmerman,CHN,P,klemb901,Bill Klem,7,Call on Field
CHN191406290,06/29/1914,0,goodw101,Wilbur Good,CHN,P,easom101,Mal Eason,3,Call on Field
CHN191406290,06/29/1914,0,dougp101,Phil Douglas,CIN,P,easom101,Mal Eason,6,Call on Field
CHN191406290,06/29/1914,0,herzb101,Buck Herzog,CIN,M,easom101,Mal Eason,6,Call on Field
CHN191406290,06/29/1914,0,hobld101,Dick Hoblitzell,CIN,P,easom101,Mal Eason,6,Call on Field
CHN191406290,06/29/1914,0,milld106,Doc Miller,CIN,P,easom101,Mal Eason,6,Call on Field
CHN191406290,06/29/1914,0,mullu801,Eddie Mullaney,CIN,C,easom101,Mal Eason,6,Call on Field
NY1191406291,06/29/1914,1,snodf101,Fred Snodgrass,NY1,P,byrol901,Lord Byron,9,Call on Field
NY1191406292,06/29/1914,2,donlm101,Mike Donlin,NY1,P,byrol901,Lord Byron,2,Call on Field
NY1191406292,06/29/1914,2,tesrj101,Jeff Tesreau,NY1,P,byrol901,Lord Byron,3,Call on Field
WS1191406290,06/29/1914,0,chanf101,Frank Chance,NYA,M,chilo901,Ollie Chill,3,Call on Field
PHA191406300,06/30/1914,0,carrb101,Bill Carrigan,BOS,P,olous901,Silk O'Loughlin,6,Balls and Strikes
PHA191406300,06/30/1914,0,coumf101,Fritz Coumbe,BOS,P,olous901,Silk O'Loughlin,6,Balls and Strikes
BSN191407012,07/01/1914,2,gowdh101,Hank Gowdy,BSN,P,riglc901,Cy Rigler,5,Call on Field
SLN191407010,07/01/1914,0,clarf101,Fred Clarke,PIT,M,klemb901,Bill Klem,7,Harrassment
IND191407020,07/02/1914,0,kaufb101,Benny Kauff,IND,P,andeo901,Ollie Anderson,6,Call on Field
IND191407020,07/02/1914,0,textg101,George Textor,IND,P,vansc901,Charles Van Sickle,8,Balls and Strikes
BSN191407041,07/04/1914,1,connj107,Joe Connolly,BSN,P,byrol901,Lord Byron,8,Balls and Strikes
BSN191407041,07/04/1914,1,mitcf101,Fred Mitchell,BSN,C,byrol901,Lord Byron,8,Balls and Strikes
BSN191407042,07/04/1914,2,elbek101,Kid Elberfeld,BRO,P,byrol901,Lord Byron,5,Fighting
CHA191407042,07/04/1914,2,agnes101,Sam Agnew,SLA,P,connt901,Tommy Connolly,8,Call on Field
DET191407041,07/04/1914,1,oneis101,Steve O'Neill,CLE,P,eganr101,Jack Egan,1,Call on Field
DET191407042,07/04/1914,2,bushd102,Donie Bush,DET,P,eganr101,Jack Egan,X,Call on Field
CHN191407050,07/05/1914,0,konee101,Ed Konetchy,PIT,P,quige901,Ernie Quigley,6,Call on Field
IND191407050,07/05/1914,0,drakd101,Delos Drake,SLF,P,brenb901,Bill Brennan,9,Call on Field
BUF191407060,07/06/1914,0,booee101,Everett Booe,BUF,P,mccob104,Barry McCormick,3,Call on Field
WS1191407060,07/06/1914,0,engej101,Joe Engel,WS1,P,chilo901,Ollie Chill,6,Harrassment
CHN191407080,07/08/1914,0,leact101,Tommy Leach,CHN,P,byrol901,Lord Byron,4,Call on Field
CHN191407080,07/08/1914,0,everj102,Johnny Evers,BSN,P,johns901,Steamboat Johnson,7,Call on Field
CHN191407080,07/08/1914,0,zimmh101,Heinie Zimmerman,CHN,P,johns901,Steamboat Johnson,9,Call on Field
CIN191407090,07/09/1914,0,laroh101,Harry LaRoss,CIN,P,riglc901,Cy Rigler,7,Call on Field
CHN191407100,07/10/1914,0,bresr102,Roger Bresnahan,CHN,P,byrol901,Lord Byron,5,Call on Field
CHN191407110,07/11/1914,0,needt101,Tom Needham,CHN,P,byrol901,Lord Byron,7,Call on Field
NYA191407110,07/11/1914,0,maisf101,Fritz Maisel,NYA,P,dinnb101,Bill Dinneen,7,Call on Field
PHA191407112,07/11/1914,2,agnes101,Sam Agnew,SLA,P,chilo901,Ollie Chill,8,Call on Field
PHA191407112,07/11/1914,2,jameb103,Bill James,SLA,P,chilo901,Ollie Chill,8,Call on Field
PHA191407112,07/11/1914,2,walkt101,Tillie Walker,SLA,P,chilo901,Ollie Chill,8,Call on Field
PIT191407110,07/11/1914,0,dooir101,Red Dooin,PHI,M,klemb901,Bill Klem,8,Call on Field
CIN191407120,07/12/1914,0,rowaj101,Jack Rowan,CIN,P,byrol901,Lord Byron,7,Call on Field
BLF191407131,07/13/1914,1,schll101,Larry Schlafly,BUF,M,cusas901,Steve Cusack,4,Call on Field
KCF191407130,07/13/1914,0,kaufb101,Benny Kauff,IND,P,andeo901,Ollie Anderson,4,Call on Field
BLF191407142,07/14/1914,2,allen101,Nick Allen,BUF,P,cusas901,Steve Cusack,3,Harrassment
BOS191407150,07/15/1914,0,coumf101,Fritz Coumbe,BOS,P,connt901,Tommy Connolly,1,Harrassment
CIN191407150,07/15/1914,0,bentr102,Rube Benton,CIN,P,byrol901,Lord Byron,2,Balls and Strikes
CIN191407150,07/15/1914,0,grohh101,Heinie Groh,CIN,P,byrol901,Lord Byron,4,Balls and Strikes
CIN191407150,07/15/1914,0,killb101,Bill Killefer,PHI,P,byrol901,Lord Byron,8,Balls and Strikes
NYA191407152,07/15/1914,2,blacl101,Lena Blackburne,CHA,P,hildg101,George Hildebrand,8,Call on Field
PIT191407162,07/16/1914,2,gibsg101,George Gibson,PIT,P,byrol901,Lord Byron,2,Call on Field
SLN191407160,07/16/1914,0,magel101,Lee Magee,SLN,P,riglc901,Cy Rigler,6,Call on Field
SLN191407160,07/16/1914,0,paskd101,Dode Paskert,PHI,P,hartb106,Bill Hart,8,Call on Field
PIT191407170,07/17/1914,0,clarf101,Fred Clarke,PIT,M,byrol901,Lord Byron,6,Call on Field
PIT191407170,07/17/1914,0,mccaa103,Alex McCarthy,PIT,P,byrol901,Lord Byron,8,Harrassment
PIT191407181,07/18/1914,1,mcgrj101,John McGraw,NY1,M,byrol901,Lord Byron,4,Call on Field
PIT191407182,07/18/1914,2,mowrm101,Mike Mowrey,PIT,P,byrol901,Lord Byron,1,Call on Field
SLN191407180,07/18/1914,0,beckb101,Beals Becker,PHI,P,riglc901,Cy Rigler,8,Call on Field
KCF191407190,07/19/1914,0,flacm101,Max Flack,CHF,P,brenb901,Bill Brennan,4,Balls and Strikes
SLN191407190,07/19/1914,0,morap101,Pat Moran,PHI,P,byrol901,Lord Byron,4,Harrassment
SLN191407190,07/19/1914,0,mages101,Sherry Magee,PHI,P,byrol901,Lord Byron,4,Call on Field
BOS191407200,07/20/1914,0,burng102,George Burns,DET,P,eganr101,Jack Egan,9,Call on Field
SLN191407210,07/21/1914,0,wingi101,Ivey Wingo,SLN,P,byrol901,Lord Byron,6,Balls and Strikes
SLN191407210,07/21/1914,0,beckz101,Zinn Beck,SLN,P,johns901,Steamboat Johnson,6,Call on Field
BOS191407222,07/22/1914,2,rickb101,Branch Rickey,SLA,M,sherj901,Jack Sheridan,6,Other
CHN191407220,07/22/1914,0,zimmh101,Heinie Zimmerman,CHN,P,easom101,Mal Eason,2,Call on Field
SLN191407220,07/22/1914,0,stenc101,Casey Stengel,BRO,P,byrol901,Lord Byron,7,Call on Field
SLN191407220,07/22/1914,0,omaro101,Ollie O'Mara,BRO,P,johns901,Steamboat Johnson,8,Call on Field
SLN191407230,07/23/1914,0,elbek101,Kid Elberfeld,BRO,P,byrol901,Lord Byron,6,Call on Field
PTF191407240,07/24/1914,0,esmoj101,Jimmy Esmond,IND,P,shans101,Spike Shannon,1,Fighting
BRF191407252,07/25/1914,2,wistt101,Tex Wisterzil,BRF,P,vansc901,Charles Van Sickle,5,Call on Field
BUF191407270,07/27/1914,0,jackb101,Bill Jackson,CHF,P,cusas901,Steve Cusack,8,Call on Field
NY1191407270,07/27/1914,0,mcgrj101,John McGraw,NY1,M,easom101,Mal Eason,2,Call on Field
SLA191407270,07/27/1914,0,altrn101,Nick Altrock,WS1,C,connt901,Tommy Connolly,4,Harrassment
SLA191407270,07/27/1914,0,schag101,Germany Schaefer,WS1,P,connt901,Tommy Connolly,1,Harrassment
SLA191407270,07/27/1914,0,mitcr101,Roy Mitchell,SLA,P,connt901,Tommy Connolly,4,Balls and Strikes
CLE191407280,07/28/1914,0,cadyh101,Hick Cady,BOS,P,eganr101,Jack Egan,8,Call on Field
PTF191407280,07/28/1914,0,lewij101,Jack Lewis,PTF,P,shans101,Spike Shannon,6,Call on Field
BRF191407290,07/29/1914,0,myerh101,Hap Myers,BRF,P,andeo901,Ollie Anderson,6,Harrassment
BRF191407290,07/29/1914,0,bradb102,Bill Bradley,BRF,M,andeo901,Ollie Anderson,6,Harrassment
BUF191407290,07/29/1914,0,beckf101,Fred Beck,CHF,P,mccob104,Barry McCormick,4,Balls and Strikes
BUF191407290,07/29/1914,0,brena101,Ad Brennan,CHF,P,mccob104,Barry McCormick,4,Balls and Strikes
BSN191407300,07/30/1914,0,magel101,Lee Magee,SLN,P,quige901,Ernie Quigley,8,Call on Field
DET191407300,07/30/1914,0,ainse101,Eddie Ainsmith,WS1,P,sherj901,Jack Sheridan,9,Call on Field
DET191407300,07/30/1914,0,morgr101,Ray Morgan,WS1,P,sherj901,Jack Sheridan,9,Call on Field
NY1191407300,07/30/1914,0,donlm101,Mike Donlin,NY1,P,johns901,Steamboat Johnson,9,Harrassment
NY1191407300,07/30/1914,0,fleta101,Art Fletcher,NY1,P,johns901,Steamboat Johnson,9,Harrassment
NY1191407300,07/30/1914,0,mcgrj101,John McGraw,NY1,M,johns901,Steamboat Johnson,9,Harrassment
NY1191407300,07/30/1914,0,snodf101,Fred Snodgrass,NY1,P,johns901,Steamboat Johnson,9,Harrassment
BLF191407310,07/31/1914,0,swach101,Harry Swacina,BLF,P,andeo901,Ollie Anderson,1,Call on Field
BLF191407310,07/31/1914,0,stovg101,George Stovall,KCF,M,andeo901,Ollie Anderson,1,Call on Field
BUF191407310,07/31/1914,0,browm102,Mordecai Brown,SLF,M,goece901,Ed Goeckel,5,Call on Field
BUF191407310,07/31/1914,0,groob101,Bob Groom,SLF,P,goece901,Ed Goeckel,5,Call on Field
NY1191407310,07/31/1914,0,mullu801,Eddie Mullaney,CIN,C,byrol901,Lord Byron,6,Call on Field
NY1191407310,07/31/1914,0,mcgrj101,John McGraw,NY1,M,johns901,Steamboat Johnson,6,Call on Field
CLE191408012,08/01/1914,2,kirkj101,Jay Kirke,CLE,P,evanb901,Billy Evans,4,Call on Field
CLE191408012,08/01/1914,2,turnt105,Terry Turner,CLE,P,evanb901,Billy Evans,4,Call on Field
PTF191408010,08/01/1914,0,holle102,Ed Holly,PTF,P,vansc901,Charles Van Sickle,8,Balls and Strikes
CHF191408020,08/02/1914,0,lewij101,Jack Lewis,PTF,P,vansc901,Charles Van Sickle,4,Call on Field
NY1191408032,08/03/1914,2,mcgrj101,John McGraw,NY1,M,byrol901,Lord Byron,9,Harrassment
NY1191408032,08/03/1914,2,snodf101,Fred Snodgrass,NY1,P,byrol901,Lord Byron,9,Harrassment
PHI191408040,08/04/1914,0,milld106,Doc Miller,CIN,P,easom101,Mal Eason,X,Call on Field
BUF191408050,08/05/1914,0,schll101,Larry Schlafly,BUF,M,crosm101,Monte Cross,2,Call on Field
BUF191408062,08/06/1914,2,hanfc101,Charlie Hanford,BUF,P,crosm101,Monte Cross,2,Call on Field
PTF191408060,08/06/1914,0,oaker101,Rebel Oakes,PTF,M,vansc901,Charles Van Sickle,7,Harrassment
PTF191408060,08/06/1914,0,kerrd102,Doc Kerr,PTF,P,vansc901,Charles Van Sickle,8,Balls and Strikes
PHI191408080,08/08/1914,0,mamaa101,Al Mamaux,PIT,P,byrol901,Lord Byron,9,Harrassment
CLE191408090,08/09/1914,0,murpe102,Eddie Murphy,PHA,P,sherj901,Jack Sheridan,3,Call on Field
IND191408090,08/09/1914,0,simmh101,Hack Simmons,BLF,P,mccob104,Barry McCormick,8,Call on Field
PHI191408100,08/10/1914,0,burne101,Ed Burns,PHI,P,byrol901,Lord Byron,3,Call on Field
PHI191408100,08/10/1914,0,reedm101,Milt Reed,PHI,P,byrol901,Lord Byron,3,Harrassment
BRO191408110,08/11/1914,0,zimmh101,Heinie Zimmerman,CHN,P,easom101,Mal Eason,4,Fighting
BRO191408110,08/11/1914,0,bresr102,Roger Bresnahan,CHN,P,easom101,Mal Eason,4,Fighting
CHF191408111,08/11/1914,1,hofms101,Solly Hofman,BRF,P,goece901,Ed Goeckel,2,Balls and Strikes
PHI191408110,08/11/1914,0,lobeh101,Hans Lobert,PHI,P,johns901,Steamboat Johnson,4,Call on Field
SLF191408120,08/12/1914,0,hofms101,Solly Hofman,BRF,P,cusas901,Steve Cusack,5,Call on Field
KCF191408130,08/13/1914,0,knabo101,Otto Knabe,BLF,M,vansc901,Charles Van Sickle,2,Call on Field
KCF191408130,08/13/1914,0,meyeb103,Benny Meyer,BLF,P,vansc901,Charles Van Sickle,5,Balls and Strikes
KCF191408130,08/13/1914,0,walsj101,Jimmy Walsh,BLF,P,vansc901,Charles Van Sickle,4,Call on Field
KCF191408140,08/14/1914,0,knabo101,Otto Knabe,BLF,P,crosm101,Monte Cross,7,Call on Field
PHA191408140,08/14/1914,0,ryanj103,Jack Ryan,WS1,C,evanb901,Billy Evans,7,Harrassment
PHA191408140,08/14/1914,0,willr104,Rip Williams,WS1,P,evanb901,Billy Evans,7,Harrassment
SLF191408140,08/14/1914,0,griga101,Art Griggs,BRF,P,cusas901,Steve Cusack,1,Call on Field
KCF191408152,08/15/1914,2,kenwd101,Duke Kenworthy,KCF,P,vansc901,Charles Van Sickle,2,Call on Field
KCF191408152,08/15/1914,2,swach101,Harry Swacina,BLF,P,vansc901,Charles Van Sickle,3,Balls and Strikes
SLF191408160,08/16/1914,0,schll101,Larry Schlafly,BUF,P,andeo901,Ollie Anderson,9,Call on Field
CHF191408180,08/18/1914,0,meyeb103,Benny Meyer,BLF,P,brenb901,Bill Brennan,9,Call on Field
SLF191408180,08/18/1914,0,wille103,Ed Willett,SLF,P,andeo901,Ollie Anderson,4,Call on Field
WS1191408180,08/18/1914,0,austj101,Jimmy Austin,SLA,P,eganr101,Jack Egan,8,Call on Field
PIT191408190,08/19/1914,0,doyll101,Larry Doyle,NY1,P,easom101,Mal Eason,5,Balls and Strikes
NYA191408200,08/20/1914,0,keatr101,Ray Keating,NYA,P,dinnb101,Bill Dinneen,7,Call on Field
NYA191408200,08/20/1914,0,nunal101,Les Nunamaker,NYA,P,dinnb101,Bill Dinneen,7,Call on Field
WS1191408200,08/20/1914,0,mcbrg101,George McBride,WS1,P,evanb901,Billy Evans,7,Call on Field
IND191408221,08/22/1914,1,evans101,Steve Evans,BRF,P,brenb901,Bill Brennan,7,Call on Field
CHN191408240,08/24/1914,0,bresr102,Roger Bresnahan,CHN,P,quige901,Ernie Quigley,7,Balls and Strikes
CHN191408240,08/24/1914,0,vaugh101,Hippo Vaughn,CHN,P,quige901,Ernie Quigley,7,Balls and Strikes
PIT191408240,08/24/1914,0,byrnb101,Bobby Byrne,PHI,P,byrol901,Lord Byron,2,Call on Field
BLF191408260,08/26/1914,0,delaf101,Frank Delahanty,PTF,P,goece901,Ed Goeckel,8,Call on Field
CHN191408260,08/26/1914,0,everj102,Johnny Evers,BSN,P,easom101,Mal Eason,7,Fighting
CHN191408260,08/26/1914,0,marar101,Rabbit Maranville,BSN,P,easom101,Mal Eason,7,Fighting
CHN191408260,08/26/1914,0,schmb103,Butch Schmidt,BSN,P,easom101,Mal Eason,7,Fighting
CHN191408260,08/26/1914,0,zimmh101,Heinie Zimmerman,CHN,P,easom101,Mal Eason,7,Fighting
KCF191408260,08/26/1914,0,eastt101,Ted Easterly,KCF,P,andeo901,Ollie Anderson,3,Balls and Strikes
CHN191408270,08/27/1914,0,zimmh101,Heinie Zimmerman,CHN,P,klemb901,Bill Klem,9,Aggression
CIN191408270,08/27/1914,0,paskd101,Dode Paskert,PHI,P,riglc901,Cy Rigler,7,Call on Field
CIN191408270,08/27/1914,0,dooir101,Red Dooin,PHI,M,hartb106,Bill Hart,8,Call on Field
NYA191408290,08/29/1914,0,chanf101,Frank Chance,NYA,M,hildg101,George Hildebrand,8,Other
PIT191408291,08/29/1914,1,gibsg101,George Gibson,PIT,P,quige901,Ernie Quigley,6,Call on Field
KCF191408302,08/30/1914,2,eastt101,Ted Easterly,KCF,P,andeo901,Ollie Anderson,3,Balls and Strikes
KCF191408302,08/30/1914,2,stovg101,George Stovall,KCF,M,andeo901,Ollie Anderson,3,Balls and Strikes
WS1191409020,09/02/1914,0,schar103,Ray Schalk,CHA,P,connt901,Tommy Connolly,X,Balls and Strikes
PHI191409030,09/03/1914,0,everj102,Johnny Evers,BSN,P,klemb901,Bill Klem,2,Call on Field
SLF191409030,09/03/1914,0,millh102,Hugh Miller,SLF,P,quisu901,Arthur Queisser,8,Call on Field
SLN191409031,09/03/1914,1,dolac102,Cozy Dolan,SLN,P,riglc901,Cy Rigler,4,Call on Field
BRO191409040,09/04/1914,0,egand102,Dick Egan,BRO,P,quige901,Ernie Quigley,6,Call on Field
BRO191409040,09/04/1914,0,daubj101,Jake Daubert,BRO,P,quige901,Ernie Quigley,7,Call on Field
BRO191409040,09/04/1914,0,robiw101,Wilbert Robinson,BRO,M,easom101,Mal Eason,8,Call on Field
BUF191409040,09/04/1914,0,downt101,Tom Downey,BUF,P,cusas901,Steve Cusack,8,Call on Field
BUF191409040,09/04/1914,0,allen101,Nick Allen,BUF,P,goece901,Ed Goeckel,8,Harrassment
BUF191409040,09/04/1914,0,woodd101,Dan Woodman,BUF,P,goece901,Ed Goeckel,8,Harrassment
BUF191409040,09/04/1914,0,knabo101,Otto Knabe,BLF,M,goece901,Ed Goeckel,9,Balls and Strikes
PHI191409040,09/04/1914,0,paskd101,Dode Paskert,PHI,P,klemb901,Bill Klem,4,Call on Field
PHI191409040,09/04/1914,0,dooir101,Red Dooin,PHI,M,klemb901,Bill Klem,4,Call on Field
CIN191409050,09/05/1914,0,grohh101,Heinie Groh,CIN,P,riglc901,Cy Rigler,7,Call on Field
CIN191409050,09/05/1914,0,herzb101,Buck Herzog,CIN,M,riglc901,Cy Rigler,7,Call on Field
BSN191409071,09/07/1914,1,mcgrj101,John McGraw,NY1,M,emslb101,Bob Emslie,3,Call on Field
NYA191409072,09/07/1914,2,woodj108,Smoky Joe Wood,BOS,P,chilo901,Ollie Chill,3,Call on Field
NYA191409072,09/07/1914,2,rehgw101,Wally Rehg,BOS,P,chilo901,Ollie Chill,3,Harrassment
BRF191409080,09/08/1914,0,finnh102,Happy Finneran,BRF,P,brenb901,Bill Brennan,8,Fighting
BRF191409080,09/08/1914,0,savaj101,Jimmie Savage,PTF,P,brenb901,Bill Brennan,8,Fighting
PHA191409090,09/09/1914,0,rehgw101,Wally Rehg,BOS,P,chilo901,Ollie Chill,9,Call on Field
PHA191409090,09/09/1914,0,cadyh101,Hick Cady,BOS,P,chilo901,Ollie Chill,9,Call on Field
PHA191409090,09/09/1914,0,woodj108,Joe Wood,BOS,P,chilo901,Ollie Chill,9,Call on Field
PIT191409090,09/09/1914,0,archj102,Jimmy Archer,CHN,P,riglc901,Cy Rigler,3,Balls and Strikes
BLF191409101,09/10/1914,1,kaufb101,Benny Kauff,IND,P,cusas901,Steve Cusack,2,Call on Field
BLF191409101,09/10/1914,1,mckeb101,Bill McKechnie,IND,P,cusas901,Steve Cusack,2,Call on Field
BSN191409101,09/10/1914,1,everj102,Johnny Evers,BSN,P,easom101,Mal Eason,6,Balls and Strikes
NY1191409110,09/11/1914,0,egand102,Dick Egan,BRO,P,easom101,Mal Eason,3,Other
BUF191409121,09/12/1914,1,wilsa102,Art Wilson,CHF,P,brenb901,Bill Brennan,7,Call on Field
CHA191409120,09/12/1914,0,rothb102,Braggo Roth,CHA,P,eganr101,Jack Egan,7,Call on Field
PIT191409121,09/12/1914,1,vioxj101,Jim Viox,PIT,P,easom101,Mal Eason,6,Call on Field
CIN191409131,09/13/1914,1,herzb101,Buck Herzog,CIN,M,ocona901,Arthur O'Connor,4,Call on Field
CIN191409132,09/13/1914,2,killr101,Red Killefer,CIN,P,easom101,Mal Eason,7,Call on Field
BRF191409140,09/14/1914,0,seatt102,Tom Seaton,BRF,P,andeo901,Ollie Anderson,6,Balls and Strikes
BSN191409140,09/14/1914,0,daubj101,Jake Daubert,BRO,P,klemb901,Bill Klem,7,Call on Field
CHN191409140,09/14/1914,0,clarf101,Fred Clarke,PIT,M,byrol901,Lord Byron,5,Harrassment
BLF191409150,09/15/1914,0,daric101,Cliff Daringer,KCF,P,mccob104,Barry McCormick,3,Harrassment
PHI191409150,09/15/1914,0,donlm101,Mike Donlin,NY1,P,riglc901,Cy Rigler,4,Harrassment
PHI191409150,09/15/1914,0,fleta101,Art Fletcher,NY1,P,riglc901,Cy Rigler,4,Call on Field
BRO191409160,09/16/1914,0,zimmh101,Heinie Zimmerman,CHN,P,klemb901,Bill Klem,4,Aggression
PTF191409160,09/16/1914,0,tinkj101,Joe Tinker,CHF,M,goece901,Ed Goeckel,2,Balls and Strikes
BSN191409170,09/17/1914,0,dolac102,Cozy Dolan,SLN,P,riglc901,Cy Rigler,5,Harrassment
DET191409170,09/17/1914,0,morig101,George Moriarty,DET,P,eganr101,Jack Egan,6,Call on Field
PHI191409171,09/17/1914,1,beckb101,Beals Becker,PHI,P,quige901,Ernie Quigley,7,Call on Field
BRO191409192,09/19/1914,2,herzb101,Buck Herzog,CIN,M,hartb106,Bill Hart,8,Balls and Strikes
SLA191409192,09/19/1914,2,weilc101,Carl Weilman,SLA,P,evanb901,Billy Evans,8,Call on Field
CLE191409200,09/20/1914,0,thomi101,Ira Thomas,PHA,P,connt901,Tommy Connolly,9,Other
BLF191409220,09/22/1914,0,simmh101,Hack Simmons,BLF,P,brenb901,Bill Brennan,7,Call on Field
BLF191409220,09/22/1914,0,flacm101,Max Flack,CHF,P,cusas901,Steve Cusack,8,Call on Field
BRO191409231,09/23/1914,1,coopw101,Wilbur Cooper,PIT,P,byrol901,Lord Byron,3,Call on Field
BSN191409231,09/23/1914,1,grohh101,Heinie Groh,CIN,P,quige901,Ernie Quigley,9,Call on Field
BRO191409240,09/24/1914,0,egand102,Dick Egan,BRO,P,byrol901,Lord Byron,7,Call on Field
BRO191409240,09/24/1914,0,clarf101,Fred Clarke,PIT,M,ocona901,Arthur O'Connor,8,Call on Field
NY1191409240,09/24/1914,0,milld102,Dots Miller,SLN,P,emslb101,Bob Emslie,7,Call on Field
BRO191409250,09/25/1914,0,vioxj101,Jim Viox,PIT,P,ocona901,Arthur O'Connor,3,Harrassment
BRO191409250,09/25/1914,0,costd101,Dan Costello,PIT,P,ocona901,Arthur O'Connor,8,Call on Field
BRO191409250,09/25/1914,0,gibsg101,George Gibson,PIT,P,ocona901,Arthur O'Connor,8,Harrassment
NY1191409250,09/25/1914,0,beckz101,Zinn Beck,SLN,P,klemb901,Bill Klem,9,Balls and Strikes
SLA191409250,09/25/1914,0,walkt101,Tillie Walker,SLA,P,chilo901,Ollie Chill,5,Call on Field
BLF191409261,09/26/1914,1,batej101,Johnny Bates,BLF,P,andeo901,Ollie Anderson,4,Balls and Strikes
BLF191409261,09/26/1914,1,knabo101,Otto Knabe,BLF,M,andeo901,Ollie Anderson,4,Balls and Strikes
BLF191409261,09/26/1914,1,brida101,Al Bridwell,SLF,P,goece901,Ed Goeckel,6,Call on Field
BRO191409262,09/26/1914,2,beckz101,Zinn Beck,SLN,P,easom101,Mal Eason,2,Call on Field
NY1191409262,09/26/1914,2,mcgrj101,John McGraw,NY1,M,riglc901,Cy Rigler,7,Balls and Strikes
NY1191409262,09/26/1914,2,mclel101,Larry McLean,NY1,P,riglc901,Cy Rigler,7,Balls and Strikes
NY1191409262,09/26/1914,2,donlm101,Mike Donlin,NY1,P,riglc901,Cy Rigler,8,Balls and Strikes
NY1191409262,09/26/1914,2,costd101,Dan Costello,PIT,P,riglc901,Cy Rigler,8,Balls and Strikes
BLF191409281,09/28/1914,1,knabo101,Otto Knabe,BLF,M,andeo901,Ollie Anderson,9,Balls and Strikes
DET191409280,09/28/1914,0,mcbrg101,George McBride,WS1,P,connt901,Tommy Connolly,8,Call on Field
NY1191409281,09/28/1914,1,mcgrj101,John McGraw,NY1,M,hartb106,Bill Hart,5,Call on Field
BUF191409291,09/29/1914,1,kenwd101,Duke Kenworthy,KCF,P,manna901,Al Mannassau,5,Call on Field
PIT191409300,09/30/1914,0,coleb102,Bob Coleman,PIT,P,easom101,Mal Eason,9,Balls and Strikes
PIT191409300,09/30/1914,0,costd101,Dan Costello,PIT,P,easom101,Mal Eason,9,Balls and Strikes
PIT191410020,10/02/1914,0,costd101,Dan Costello,PIT,P,byrol901,Lord Byron,2,Call on Field
BRF191410030,10/03/1914,0,knabo101,Otto Knabe,BLF,M,shans101,Spike Shannon,9,Call on Field
SLN191410032,10/03/1914,2,bresr102,Roger Bresnahan,CHN,P,quige901,Ernie Quigley,9,Balls and Strikes
CIN191410041,10/04/1914,1,herzb101,Buck Herzog,CIN,M,johns901,Steamboat Johnson,9,Balls and Strikes
CIN191410041,10/04/1914,1,mullu801,Eddie Mullaney,CIN,C,johns901,Steamboat Johnson,9,Balls and Strikes
IND191410041,10/04/1914,1,kaufb101,Benny Kauff,IND,P,brenb901,Bill Brennan,5,Call on Field
BLF191410051,10/05/1914,1,batej101,Johnny Bates,BLF,P,andeo901,Ollie Anderson,7,Balls and Strikes
BLF191410062,10/06/1914,2,lewij101,Jack Lewis,PTF,P,crosm101,Monte Cross,6,Call on Field
BRO191410061,10/06/1914,1,everj102,Johnny Evers,BSN,P,hartb106,Bill Hart,3,Call on Field
BLF191410090,10/09/1914,0,swach101,Harry Swacina,BLF,P,crosm101,Monte Cross,3,Call on Field
BLF191410101,10/10/1914,1,batej101,Johnny Bates,BLF,P,andeo901,Ollie Anderson,7,Call on Field
BRF191504100,04/10/1915,0,magel101,Lee Magee,BRF,M,fyfel901,Lu Fyfe,1,Call on Field
BLF191504130,04/13/1915,0,falkc101,Cy Falkenberg,NEW,P,westf901,Frederick Westervelt,3,Harrassment
